COUNTRY_NAME;COUNTRY_CODE;YEAR;FIELD_REFERENCE;MONTHLY_VALUE
Japan;JPN;2014;Economic activity (Aggregate): Total;2827,89
Japan;JPN;2015;Economic activity (ISIC-Rev.4): Total;2511,48
Japan;JPN;2015;Economic activity (Aggregate): Total;2511,48
Japan;JPN;2016;Economic activity (ISIC-Rev.4): Total;2794,3
Japan;JPN;2016;Economic activity (Aggregate): Total;2794,3
Japan;JPN;2017;Economic activity (ISIC-Rev.4): Total;2712,94
Japan;JPN;2017;Economic activity (Aggregate): Total;2712,94
Japan;JPN;2018;Economic activity (ISIC-Rev.4): Total;2772,97
Japan;JPN;2018;Economic activity (Aggregate): Total;2772,97
Japan;JPN;2019;Economic activity (ISIC-Rev.4): Total;235,22
Japan;JPN;2019;Economic activity (Aggregate): Total;235,22
Jordan;JOR;2017;Economic activity (ISIC-Rev.4): Total;511,09
Jordan;JOR;2017;Economic activity (Aggregate): Total;511,09
Jordan;JOR;2018;Economic activity (ISIC-Rev.4): Total;473,94
Jordan;JOR;2018;Economic activity (Aggregate): Total;473,94
Jordan;JOR;2019;Economic activity (ISIC-Rev.4): Total;454,49
Jordan;JOR;2019;Economic activity (Aggregate): Total;454,49
Jordan;JOR;2016;Economic activity (ISIC-Rev.4): Total;694,37
Jordan;JOR;2016;Economic activity (Aggregate): Total;694,37
Kazakhstan;KAZ;2010;Economic activity (ISIC-Rev.4): Total;526,69
Kazakhstan;KAZ;2010;Economic activity (Aggregate): Total;526,69
Kazakhstan;KAZ;2011;Economic activity (ISIC-Rev.4): Total;614,02
Kazakhstan;KAZ;2011;Economic activity (Aggregate): Total;614,02
Kazakhstan;KAZ;2012;Economic activity (ISIC-Rev.4): Total;679,1
Kazakhstan;KAZ;2012;Economic activity (Aggregate): Total;679,1
Kazakhstan;KAZ;2013;Economic activity (ISIC-Rev.4): Total;717,42
Kazakhstan;KAZ;2013;Economic activity (Aggregate): Total;717,42
Kazakhstan;KAZ;2014;Economic activity (ISIC-Rev.4): Total;675,37
Kazakhstan;KAZ;2014;Economic activity (Aggregate): Total;675,37
Kazakhstan;KAZ;2015;Economic activity (ISIC-Rev.4): Total;568,36
Kazakhstan;KAZ;2015;Economic activity (Aggregate): Total;568,36
Kazakhstan;KAZ;2016;Economic activity (ISIC-Rev.4): Total;417,64
Kazakhstan;KAZ;2016;Economic activity (Aggregate): Total;417,64
Kazakhstan;KAZ;2017;Economic activity (ISIC-Rev.4): Total;462,66
Kazakhstan;KAZ;2017;Economic activity (Aggregate): Total;462,66
Kenya;KEN;2019;Economic activity (ISIC-Rev.4): Total;136,61
Kenya;KEN;2019;Economic activity (Aggregate): Total;136,61
Korea, Republic of;KOR;2010;Economic activity (ISIC-Rev.4): Total;2409,07
Korea, Republic of;KOR;2010;Economic activity (Aggregate): Total;2409,07
Korea, Republic of;KOR;2011;Economic activity (ISIC-Rev.4): Total;2630,82
Korea, Republic of;KOR;2011;Economic activity (Aggregate): Total;2630,82
Korea, Republic of;KOR;2012;Economic activity (ISIC-Rev.4): Total;2660,89
Korea, Republic of;KOR;2012;Economic activity (Aggregate): Total;2660,89
Korea, Republic of;KOR;2013;Economic activity (ISIC-Rev.4): Total;2846,41
Korea, Republic of;KOR;2013;Economic activity (Aggregate): Total;2846,41
Korea, Republic of;KOR;2014;Economic activity (ISIC-Rev.4): Total;3072,49
Korea, Republic of;KOR;2014;Economic activity (Aggregate): Total;3072,49
Korea, Republic of;KOR;2015;Economic activity (ISIC-Rev.4): Total;2889,96
Korea, Republic of;KOR;2015;Economic activity (Aggregate): Total;2889,96
Korea, Republic of;KOR;2016;Economic activity (ISIC-Rev.4): Total;2887,71
Korea, Republic of;KOR;2016;Economic activity (Aggregate): Total;2887,71
Korea, Republic of;KOR;2017;Economic activity (ISIC-Rev.4): Total;3048,41
Korea, Republic of;KOR;2017;Economic activity (Aggregate): Total;3048,41
Korea, Republic of;KOR;2018;Economic activity (ISIC-Rev.4): Total;3264,88
Korea, Republic of;KOR;2018;Economic activity (Aggregate): Total;3264,88
Korea, Republic of;KOR;2019;Economic activity (ISIC-Rev.4): Total;3192,15
Korea, Republic of;KOR;2019;Economic activity (Aggregate): Total;3192,15
Kosovo;XXK;2010;Economic activity (ISIC-Rev.4): Total;410,97
Kosovo;XXK;2010;Economic activity (Aggregate): Total;410,97
Kosovo;XXK;2012;Economic activity (ISIC-Rev.4): Total;492,07
Kosovo;XXK;2012;Economic activity (Aggregate): Total;492,07
Kosovo;XXK;2013;Economic activity (ISIC-Rev.4): Total;512,66
Kosovo;XXK;2013;Economic activity (Aggregate): Total;512,66
Kosovo;XXK;2014;Economic activity (ISIC-Rev.4): Total;535,46
Kosovo;XXK;2014;Economic activity (Aggregate): Total;535,46
Kosovo;XXK;2015;Economic activity (ISIC-Rev.4): Total;460,06
Kosovo;XXK;2015;Economic activity (Aggregate): Total;460,06
Kosovo;XXK;2016;Economic activity (ISIC-Rev.4): Total;466,92
Kosovo;XXK;2016;Economic activity (Aggregate): Total;466,92
Kosovo;XXK;2017;Economic activity (ISIC-Rev.4): Total;487,11
Kosovo;XXK;2017;Economic activity (Aggregate): Total;487,11
Kosovo;XXK;2018;Economic activity (ISIC-Rev.4): Total;535,26
Kosovo;XXK;2018;Economic activity (Aggregate): Total;535,26
Kosovo;XXK;2019;Economic activity (ISIC-Rev.4): Total;533,71
Kosovo;XXK;2019;Economic activity (Aggregate): Total;533,71
Kuwait;KWT;2015;Economic activity (ISIC-Rev.2): Total;1179,98
Kuwait;KWT;2015;Economic activity (Aggregate): Total;1179,98
Kuwait;KWT;2016;Economic activity (ISIC-Rev.2): Total;1168,34
Kuwait;KWT;2016;Economic activity (Aggregate): Total;1168,34
Kyrgyzstan;KGZ;2013;Economic activity (ISIC-Rev.4): Total;218,86
Kyrgyzstan;KGZ;2013;Economic activity (Aggregate): Total;218,86
Kyrgyzstan;KGZ;2014;Economic activity (ISIC-Rev.4): Total;214,63
Kyrgyzstan;KGZ;2014;Economic activity (Aggregate): Total;214,63
Kyrgyzstan;KGZ;2015;Economic activity (ISIC-Rev.4): Total;197,26
Kyrgyzstan;KGZ;2015;Economic activity (Aggregate): Total;197,26
Kyrgyzstan;KGZ;2016;Economic activity (ISIC-Rev.4): Total;192,06
Kyrgyzstan;KGZ;2016;Economic activity (Aggregate): Total;192,06
Kyrgyzstan;KGZ;2017;Economic activity (ISIC-Rev.4): Total;17,2
Kyrgyzstan;KGZ;2017;Economic activity (Aggregate): Total;17,2
Kyrgyzstan;KGZ;2018;Economic activity (ISIC-Rev.4): Total;17,87
Kyrgyzstan;KGZ;2018;Economic activity (Aggregate): Total;17,87
Kyrgyzstan;KGZ;2019;Economic activity (ISIC-Rev.4): Total;19,45
Kyrgyzstan;KGZ;2019;Economic activity (Aggregate): Total;19,45
Lao People's Democratic Republic;LAO;2010;Economic activity (ISIC-Rev.4): Total;193,49
Lao People's Democratic Republic;LAO;2010;Economic activity (Aggregate): Total;193,49
Lao People's Democratic Republic;LAO;2017;Economic activity (ISIC-Rev.4): Total;285,56
Lao People's Democratic Republic;LAO;2017;Economic activity (Aggregate): Total;285,56
Latvia;LVA;2010;Economic activity (ISIC-Rev.4): Total;832,55
Latvia;LVA;2010;Economic activity (Aggregate): Total;832,55
Latvia;LVA;2014;Economic activity (ISIC-Rev.4): Total;1070,77
Latvia;LVA;2014;Economic activity (Aggregate): Total;1070,77
Latvia;LVA;2011;Economic activity (ISIC-Rev.4): Total;897,75
Latvia;LVA;2011;Economic activity (Aggregate): Total;897,75
Latvia;LVA;2012;Economic activity (ISIC-Rev.4): Total;852,61
Latvia;LVA;2012;Economic activity (Aggregate): Total;852,61
Latvia;LVA;2013;Economic activity (ISIC-Rev.4): Total;914,58
Latvia;LVA;2013;Economic activity (Aggregate): Total;914,58
Latvia;LVA;2017;Economic activity (ISIC-Rev.4): Total;999,19
Latvia;LVA;2017;Economic activity (Aggregate): Total;999,19
Latvia;LVA;2018;Economic activity (ISIC-Rev.4): Total;1134,9
Latvia;LVA;2018;Economic activity (Aggregate): Total;1134,9
Latvia;LVA;2019;Economic activity (ISIC-Rev.4): Total;1155,3
Latvia;LVA;2019;Economic activity (Aggregate): Total;1155,3
Lebanon;LBN;2019;Economic activity (ISIC-Rev.4): Total;780,07
Lebanon;LBN;2019;Economic activity (Aggregate): Total;780,07
Lesotho;LSO;2019;Economic activity (ISIC-Rev.4): Total;231,85
Lesotho;LSO;2019;Economic activity (Aggregate): Total;231,85
Liberia;LBR;2010;Economic activity (ISIC-Rev.4): Total;4,66
Liberia;LBR;2010;Economic activity (Aggregate): Total;4,66
Liberia;LBR;2012;Economic activity (ISIC-Rev.4): Total;75,81
Liberia;LBR;2012;Economic activity (Aggregate): Total;75,81
Liberia;LBR;2014;Economic activity (ISIC-Rev.4): Total;112,46
Liberia;LBR;2014;Economic activity (Aggregate): Total;112,46
Lithuania;LTU;2010;Economic activity (ISIC-Rev.4): Total;754,33
Lithuania;LTU;2010;Economic activity (Aggregate): Total;754,33
Lithuania;LTU;2014;Economic activity (ISIC-Rev.4): Total;937,92
Lithuania;LTU;2014;Economic activity (Aggregate): Total;937,92
Lithuania;LTU;2019;Economic activity (ISIC-Rev.4): Total;1451,29
Lithuania;LTU;2019;Economic activity (Aggregate): Total;1451,29
Lithuania;LTU;2015;Economic activity (ISIC-Rev.4): Total;792,3
Lithuania;LTU;2015;Economic activity (Aggregate): Total;792,3
Lithuania;LTU;2016;Economic activity (ISIC-Rev.4): Total;856,74
Lithuania;LTU;2016;Economic activity (Aggregate): Total;856,74
Lithuania;LTU;2017;Economic activity (ISIC-Rev.4): Total;949,38
Lithuania;LTU;2017;Economic activity (Aggregate): Total;949,38
Lithuania;LTU;2018;Economic activity (ISIC-Rev.4): Total;1091,32
Lithuania;LTU;2018;Economic activity (Aggregate): Total;1091,32
Luxembourg;LUX;2010;Economic activity (ISIC-Rev.4): Total;4917,08
Luxembourg;LUX;2010;Economic activity (Aggregate): Total;4917,08
Luxembourg;LUX;2014;Economic activity (ISIC-Rev.4): Total;5587,67
Luxembourg;LUX;2014;Economic activity (Aggregate): Total;5587,67
Luxembourg;LUX;2011;Economic activity (ISIC-Rev.4): Total;5971,3
Luxembourg;LUX;2011;Economic activity (Aggregate): Total;5971,3
Luxembourg;LUX;2012;Economic activity (ISIC-Rev.4): Total;5591,76
Luxembourg;LUX;2012;Economic activity (Aggregate): Total;5591,76
Luxembourg;LUX;2013;Economic activity (ISIC-Rev.4): Total;5942,86
Luxembourg;LUX;2013;Economic activity (Aggregate): Total;5942,86
Luxembourg;LUX;2015;Economic activity (ISIC-Rev.4): Total;5247,95
Luxembourg;LUX;2015;Economic activity (Aggregate): Total;5247,95
Luxembourg;LUX;2016;Economic activity (ISIC-Rev.4): Total;5289,19
Luxembourg;LUX;2016;Economic activity (Aggregate): Total;5289,19
Luxembourg;LUX;2017;Economic activity (ISIC-Rev.4): Total;5560,61
Luxembourg;LUX;2017;Economic activity (Aggregate): Total;5560,61
Luxembourg;LUX;2018;Economic activity (ISIC-Rev.4): Total;5960,79
Luxembourg;LUX;2018;Economic activity (Aggregate): Total;5960,79
Macao;MAC;2010;Economic activity (ISIC-Rev.3.1): Total;1112,19
Macao;MAC;2010;Economic activity (Aggregate): Total;1112,19
Macao;MAC;2011;Economic activity (ISIC-Rev.3.1): Total;1247,16
Macao;MAC;2011;Economic activity (Aggregate): Total;1247,16
Macao;MAC;2012;Economic activity (ISIC-Rev.3.1): Total;1376,74
Macao;MAC;2012;Economic activity (Aggregate): Total;1376,74
Macao;MAC;2013;Economic activity (ISIC-Rev.3.1): Total;1502,02
Macao;MAC;2013;Economic activity (Aggregate): Total;1502,02
Macao;MAC;2014;Economic activity (ISIC-Rev.3.1): Total;1627,62
Macao;MAC;2014;Economic activity (Aggregate): Total;1627,62
Macao;MAC;2015;Economic activity (ISIC-Rev.3.1): Total;1878,53
Macao;MAC;2015;Economic activity (Aggregate): Total;1878,53
Macao;MAC;2016;Economic activity (ISIC-Rev.3.1): Total;1876,16
Macao;MAC;2016;Economic activity (Aggregate): Total;1876,16
Macao;MAC;2017;Economic activity (ISIC-Rev.3.1): Total;1868,93
Macao;MAC;2017;Economic activity (Aggregate): Total;1868,93
Macao;MAC;2018;Economic activity (ISIC-Rev.3.1): Total;1957,26
Macao;MAC;2018;Economic activity (Aggregate): Total;1957,26
Madagascar;MDG;2012;Economic activity (ISIC-Rev.4): Total;67,64
Madagascar;MDG;2012;Economic activity (Aggregate): Total;67,64
Madagascar;MDG;2015;Economic activity (ISIC-Rev.4): Total;71,39
Madagascar;MDG;2015;Economic activity (Aggregate): Total;71,39
Malawi;MWI;2013;Economic activity (Aggregate): Total;59,9
Malaysia;MYS;2011;Economic activity (ISIC-Rev.4): Total;591,18
Malaysia;MYS;2011;Economic activity (Aggregate): Total;591,18
Malaysia;MYS;2012;Economic activity (ISIC-Rev.4): Total;617,07
Malaysia;MYS;2012;Economic activity (Aggregate): Total;617,07
Malaysia;MYS;2014;Economic activity (ISIC-Rev.4): Total;670,06
Malaysia;MYS;2014;Economic activity (Aggregate): Total;670,06
Malaysia;MYS;2015;Economic activity (ISIC-Rev.4): Total;591,99
Malaysia;MYS;2015;Economic activity (Aggregate): Total;591,99
Malaysia;MYS;2016;Economic activity (ISIC-Rev.4): Total;593,74
Malaysia;MYS;2016;Economic activity (Aggregate): Total;593,74
Malaysia;MYS;2017;Economic activity (ISIC-Rev.4): Total;669,47
Malaysia;MYS;2017;Economic activity (Aggregate): Total;669,47
Malaysia;MYS;2018;Economic activity (ISIC-Rev.4): Total;765,03
Malaysia;MYS;2018;Economic activity (Aggregate): Total;765,03
Maldives;MDV;2016;Economic activity (ISIC-Rev.4): Total;700,47
Maldives;MDV;2016;Economic activity (Aggregate): Total;700,47
Maldives;MDV;2019;Economic activity (ISIC-Rev.4): Total;750,95
Maldives;MDV;2019;Economic activity (Aggregate): Total;750,95
Mali;MLI;2013;Economic activity (ISIC-Rev.4): Total;156,85
Mali;MLI;2013;Economic activity (Aggregate): Total;156,85
Mali;MLI;2014;Economic activity (ISIC-Rev.4): Total;147,45
Mali;MLI;2014;Economic activity (Aggregate): Total;147,45
Mali;MLI;2015;Economic activity (ISIC-Rev.4): Total;109,32
Mali;MLI;2015;Economic activity (Aggregate): Total;109,32
Mali;MLI;2016;Economic activity (ISIC-Rev.4): Total;118,25
Mali;MLI;2016;Economic activity (Aggregate): Total;118,25
Mali;MLI;2017;Economic activity (ISIC-Rev.4): Total;119,86
Mali;MLI;2017;Economic activity (Aggregate): Total;119,86
Mali;MLI;2018;Economic activity (ISIC-Rev.4): Total;131,83
Mali;MLI;2018;Economic activity (Aggregate): Total;131,83
Malta;MLT;2010;Economic activity (ISIC-Rev.4): Total;1956,76
Malta;MLT;2010;Economic activity (Aggregate): Total;1956,76
Malta;MLT;2014;Economic activity (ISIC-Rev.4): Total;2285,02
Malta;MLT;2014;Economic activity (Aggregate): Total;2285,02
Marshall Islands;MHL;2019;Economic activity (ISIC-Rev.4): Total;798,26
Marshall Islands;MHL;2019;Economic activity (Aggregate): Total;798,26
Mauritius;MUS;2010;Economic activity (ISIC-Rev.3.1): Total;461,59
Mauritius;MUS;2010;Economic activity (Aggregate): Total;461,59
Mauritius;MUS;2011;Economic activity (ISIC-Rev.4): Total;514,64
Mauritius;MUS;2011;Economic activity (Aggregate): Total;514,64
Mauritius;MUS;2012;Economic activity (ISIC-Rev.4): Total;519,48
Mauritius;MUS;2012;Economic activity (Aggregate): Total;519,48
Mauritius;MUS;2013;Economic activity (ISIC-Rev.4): Total;545,47
Mauritius;MUS;2013;Economic activity (Aggregate): Total;545,47
Mauritius;MUS;2014;Economic activity (ISIC-Rev.4): Total;618,3
Mauritius;MUS;2014;Economic activity (Aggregate): Total;618,3
Mauritius;MUS;2015;Economic activity (ISIC-Rev.4): Total;574,82
Mauritius;MUS;2015;Economic activity (Aggregate): Total;574,82
Mauritius;MUS;2016;Economic activity (ISIC-Rev.4): Total;568,75
Mauritius;MUS;2016;Economic activity (Aggregate): Total;568,75
Mauritius;MUS;2017;Economic activity (ISIC-Rev.4): Total;615,56
Mauritius;MUS;2017;Economic activity (Aggregate): Total;615,56
Mauritius;MUS;2018;Economic activity (ISIC-Rev.4): Total;649,32
Mauritius;MUS;2018;Economic activity (Aggregate): Total;649,32
Mauritius;MUS;2019;Economic activity (ISIC-Rev.4): Total;578,62
Mauritius;MUS;2019;Economic activity (Aggregate): Total;578,62
Mexico;MEX;2010;Economic activity (ISIC-Rev.4): Total;390
Mexico;MEX;2010;Economic activity (Aggregate): Total;390
Mexico;MEX;2011;Economic activity (ISIC-Rev.4): Total;403,24
Mexico;MEX;2011;Economic activity (Aggregate): Total;403,24
Mexico;MEX;2012;Economic activity (ISIC-Rev.4): Total;392,14
Mexico;MEX;2012;Economic activity (Aggregate): Total;392,14
Mexico;MEX;2019;Economic activity (ISIC-Rev.4): Total;343,32
Mexico;MEX;2019;Economic activity (Aggregate): Total;343,32
Moldova, Republic of;MDA;2010;Economic activity (ISIC-Rev.3.1): Total;240,25
Moldova, Republic of;MDA;2010;Economic activity (Aggregate): Total;240,25
Moldova, Republic of;MDA;2011;Economic activity (ISIC-Rev.4): Total;259,14
Moldova, Republic of;MDA;2011;Economic activity (Aggregate): Total;259,14
Moldova, Republic of;MDA;2012;Economic activity (Aggregate): Total;287,14
Moldova, Republic of;MDA;2013;Economic activity (ISIC-Rev.4): Total;291,91
Moldova, Republic of;MDA;2013;Economic activity (Aggregate): Total;291,91
Moldova, Republic of;MDA;2014;Economic activity (ISIC-Rev.4): Total;291,38
Moldova, Republic of;MDA;2014;Economic activity (Aggregate): Total;291,38
Moldova, Republic of;MDA;2015;Economic activity (ISIC-Rev.4): Total;241,17
Moldova, Republic of;MDA;2015;Economic activity (Aggregate): Total;241,17
Moldova, Republic of;MDA;2016;Economic activity (ISIC-Rev.4): Total;250,85
Moldova, Republic of;MDA;2016;Economic activity (Aggregate): Total;250,85
Moldova, Republic of;MDA;2017;Economic activity (ISIC-Rev.4): Total;25,17
Moldova, Republic of;MDA;2017;Economic activity (Aggregate): Total;25,17
Moldova, Republic of;MDA;2018;Economic activity (ISIC-Rev.4): Total;31,09
Moldova, Republic of;MDA;2018;Economic activity (Aggregate): Total;31,09
Moldova, Republic of;MDA;2019;Economic activity (ISIC-Rev.4): Total;411,63
Moldova, Republic of;MDA;2019;Economic activity (Aggregate): Total;411,63
Mongolia;MNG;2010;Economic activity (ISIC-Rev.4): Total;251,62
Mongolia;MNG;2010;Economic activity (Aggregate): Total;251,62
Mongolia;MNG;2011;Economic activity (ISIC-Rev.4): Total;335,2
Mongolia;MNG;2011;Economic activity (Aggregate): Total;335,2
Mongolia;MNG;2012;Economic activity (ISIC-Rev.4): Total;410,69
Mongolia;MNG;2012;Economic activity (Aggregate): Total;410,69
Mongolia;MNG;2014;Economic activity (ISIC-Rev.4): Total;438,19
Mongolia;MNG;2014;Economic activity (Aggregate): Total;438,19
Mongolia;MNG;2015;Economic activity (ISIC-Rev.4): Total;410,09
Mongolia;MNG;2015;Economic activity (Aggregate): Total;410,09
Mongolia;MNG;2016;Economic activity (ISIC-Rev.4): Total;402,7
Mongolia;MNG;2016;Economic activity (Aggregate): Total;402,7
Mongolia;MNG;2017;Economic activity (ISIC-Rev.4): Total;387,14
Mongolia;MNG;2017;Economic activity (Aggregate): Total;387,14
Mongolia;MNG;2018;Economic activity (ISIC-Rev.4): Total;405,62
Mongolia;MNG;2018;Economic activity (Aggregate): Total;405,62
Mongolia;MNG;2019;Economic activity (ISIC-Rev.4): Total;422,11
Mongolia;MNG;2019;Economic activity (Aggregate): Total;422,11
Montenegro;MNE;2010;Economic activity (ISIC-Rev.4): Total;947,89
Montenegro;MNE;2010;Economic activity (Aggregate): Total;947,89
Montenegro;MNE;2011;Economic activity (ISIC-Rev.4): Total;1004,99
Montenegro;MNE;2011;Economic activity (Aggregate): Total;1004,99
Montenegro;MNE;2012;Economic activity (ISIC-Rev.4): Total;934,04
Montenegro;MNE;2012;Economic activity (Aggregate): Total;934,04
Montenegro;MNE;2015;Economic activity (ISIC-Rev.4): Total;804,4
Montenegro;MNE;2015;Economic activity (Aggregate): Total;804,4
Montenegro;MNE;2017;Economic activity (ISIC-Rev.4): Total;864,21
Montenegro;MNE;2017;Economic activity (Aggregate): Total;864,21
Montenegro;MNE;2018;Economic activity (ISIC-Rev.4): Total;904,61
Montenegro;MNE;2018;Economic activity (Aggregate): Total;904,61
Montenegro;MNE;2019;Economic activity (ISIC-Rev.4): Total;865,35
Montenegro;MNE;2019;Economic activity (Aggregate): Total;865,35
Montenegro;MNE;2014;Economic activity (ISIC-Rev.4): Total;961,83
Montenegro;MNE;2014;Economic activity (Aggregate): Total;961,83
Myanmar;MMR;2015;Economic activity (ISIC-Rev.4): Total;107,74
Myanmar;MMR;2015;Economic activity (Aggregate): Total;107,74
Myanmar;MMR;2017;Economic activity (ISIC-Rev.4): Total;133,69
Myanmar;MMR;2017;Economic activity (Aggregate): Total;133,69
Myanmar;MMR;2018;Economic activity (ISIC-Rev.4): Total;142,04
Myanmar;MMR;2018;Economic activity (Aggregate): Total;142,04
Myanmar;MMR;2019;Economic activity (ISIC-Rev.4): Total;138,13
Myanmar;MMR;2019;Economic activity (Aggregate): Total;138,13
Namibia;NAM;2012;Economic activity (ISIC-Rev.4): Total;686,42
Namibia;NAM;2012;Economic activity (Aggregate): Total;686,42
Namibia;NAM;2013;Economic activity (ISIC-Rev.4): Total;701,89
Namibia;NAM;2013;Economic activity (Aggregate): Total;701,89
Namibia;NAM;2014;Economic activity (ISIC-Rev.4): Total;612,2
Namibia;NAM;2014;Economic activity (Aggregate): Total;612,2
Namibia;NAM;2016;Economic activity (ISIC-Rev.4): Total;470,96
Namibia;NAM;2016;Economic activity (Aggregate): Total;470,96
Namibia;NAM;2018;Economic activity (ISIC-Rev.4): Total;546,57
Namibia;NAM;2018;Economic activity (Aggregate): Total;546,57
Nepal;NPL;2017;Economic activity (ISIC-Rev.4): Total;170,39
Nepal;NPL;2017;Economic activity (Aggregate): Total;170,39
New Zealand;NZL;2010;Economic activity (ISIC-Rev.4): Total;2838,96
New Zealand;NZL;2010;Economic activity (Aggregate): Total;2838,96
New Zealand;NZL;2014;Economic activity (ISIC-Rev.4): Total;3666,73
New Zealand;NZL;2014;Economic activity (Aggregate): Total;3666,73
New Zealand;NZL;2015;Economic activity (ISIC-Rev.4): Total;3153,47
New Zealand;NZL;2015;Economic activity (Aggregate): Total;3153,47
New Zealand;NZL;2016;Economic activity (ISIC-Rev.4): Total;3230,02
New Zealand;NZL;2016;Economic activity (Aggregate): Total;3230,02
New Zealand;NZL;2017;Economic activity (ISIC-Rev.4): Total;3382,1
New Zealand;NZL;2017;Economic activity (Aggregate): Total;3382,1
New Zealand;NZL;2019;Economic activity (ISIC-Rev.4): Total;3373,14
New Zealand;NZL;2019;Economic activity (Aggregate): Total;3373,14
Nicaragua;NIC;2012;Economic activity (ISIC-Rev.3.1): Total;189,22
Nicaragua;NIC;2012;Economic activity (Aggregate): Total;189,22
Nicaragua;NIC;2013;Economic activity (ISIC-Rev.3.1): Total;301,87
Nicaragua;NIC;2013;Economic activity (Aggregate): Total;301,87
Niger;NER;2012;Economic activity (ISIC-Rev.4): Total;151,24
Niger;NER;2012;Economic activity (Aggregate): Total;151,24
Niger;NER;2011;Economic activity (ISIC-Rev.4): Total;119,23
Niger;NER;2011;Economic activity (Aggregate): Total;119,23
Niger;NER;2010;Economic activity (ISIC-Rev.4): Total;51,14
Niger;NER;2010;Economic activity (Aggregate): Total;51,14
Nigeria;NGA;2011;Economic activity (Aggregate): Total;4558,62
Nigeria;NGA;2013;Economic activity (Aggregate): Total;2748,79
North Macedonia;MKD;2010;Economic activity (Aggregate): Total;650,2
North Macedonia;MKD;2014;Economic activity (ISIC-Rev.4): Total;654,99
North Macedonia;MKD;2014;Economic activity (Aggregate): Total;654,99
Norway;NOR;2015;Economic activity (ISIC-Rev.4): Total;5282,63
Norway;NOR;2015;Economic activity (Aggregate): Total;5282,63
Norway;NOR;2016;Economic activity (ISIC-Rev.4): Total;5154,76
Norway;NOR;2016;Economic activity (Aggregate): Total;5154,76
Norway;NOR;2017;Economic activity (ISIC-Rev.4): Total;5356,84
Norway;NOR;2017;Economic activity (Aggregate): Total;5356,84
Norway;NOR;2018;Economic activity (ISIC-Rev.4): Total;5608,36
Norway;NOR;2018;Economic activity (Aggregate): Total;5608,36
Norway;NOR;2019;Economic activity (ISIC-Rev.4): Total;5373,86
Norway;NOR;2019;Economic activity (Aggregate): Total;5373,86
Norway;NOR;2010;Economic activity (ISIC-Rev.4): Total;6303,6
Norway;NOR;2010;Economic activity (Aggregate): Total;6303,6
Norway;NOR;2011;Economic activity (ISIC-Rev.4): Total;7065,62
Norway;NOR;2011;Economic activity (Aggregate): Total;7065,62
Norway;NOR;2012;Economic activity (ISIC-Rev.4): Total;7047,7
Norway;NOR;2012;Economic activity (Aggregate): Total;7047,7
Norway;NOR;2013;Economic activity (ISIC-Rev.4): Total;7234,04
Norway;NOR;2013;Economic activity (Aggregate): Total;7234,04
Norway;NOR;2014;Economic activity (ISIC-Rev.4): Total;6950,54
Norway;NOR;2014;Economic activity (Aggregate): Total;6950,54
Pakistan;PAK;2010;Economic activity (ISIC-Rev.3.1): Total;104,93
Pakistan;PAK;2010;Economic activity (Aggregate): Total;104,93
Pakistan;PAK;2011;Economic activity (ISIC-Rev.3.1): Total;116,89
Pakistan;PAK;2011;Economic activity (Aggregate): Total;116,89
Pakistan;PAK;2013;Economic activity (ISIC-Rev.4): Total;123,67
Pakistan;PAK;2013;Economic activity (Aggregate): Total;123,67
Pakistan;PAK;2014;Economic activity (ISIC-Rev.4): Total;135,52
Pakistan;PAK;2014;Economic activity (Aggregate): Total;135,52
Pakistan;PAK;2015;Economic activity (ISIC-Rev.4): Total;151,4
Pakistan;PAK;2015;Economic activity (Aggregate): Total;151,4
Pakistan;PAK;2017;Economic activity (ISIC-Rev.4): Total;178,53
Pakistan;PAK;2017;Economic activity (Aggregate): Total;178,53
Pakistan;PAK;2018;Economic activity (ISIC-Rev.4): Total;158,18
Pakistan;PAK;2018;Economic activity (Aggregate): Total;158,18
Panama;PAN;2010;Economic activity (ISIC-Rev.3.1): Total;583,56
Panama;PAN;2010;Economic activity (Aggregate): Total;583,56
Panama;PAN;2011;Economic activity (ISIC-Rev.4): Total;588,21
Panama;PAN;2011;Economic activity (Aggregate): Total;588,21
Panama;PAN;2012;Economic activity (ISIC-Rev.4): Total;645,01
Panama;PAN;2012;Economic activity (Aggregate): Total;645,01
Panama;PAN;2013;Economic activity (ISIC-Rev.4): Total;692,87
Panama;PAN;2013;Economic activity (Aggregate): Total;692,87
Panama;PAN;2014;Economic activity (ISIC-Rev.4): Total;704,03
Panama;PAN;2014;Economic activity (Aggregate): Total;704,03
Panama;PAN;2015;Economic activity (ISIC-Rev.4): Total;753,69
Panama;PAN;2015;Economic activity (Aggregate): Total;753,69
Panama;PAN;2016;Economic activity (ISIC-Rev.4): Total;803,12
Panama;PAN;2016;Economic activity (Aggregate): Total;803,12
Panama;PAN;2017;Economic activity (ISIC-Rev.4): Total;854,87
Panama;PAN;2017;Economic activity (Aggregate): Total;854,87
Panama;PAN;2018;Economic activity (ISIC-Rev.4): Total;870,47
Panama;PAN;2018;Economic activity (Aggregate): Total;870,47
Panama;PAN;2019;Economic activity (ISIC-Rev.4): Total;895,41
Panama;PAN;2019;Economic activity (Aggregate): Total;895,41
Panama;PAN;2020;Economic activity (ISIC-Rev.4): Total;928,33
Panama;PAN;2020;Economic activity (Aggregate): Total;928,33
